Index,True Label,Mean Estimate,Mode Estimate,Standard Deviation,HPDI Lower,HPDI Upper
1441,"0.0,0.0,0.0,0.34858999999999996,0.0,0.0","0.11174335240659684,0.09826622622110046,0.1995070528886856,0.4449541074101867,0.2464129041501848,0.10310958157392265","0.1100651746011494,0.0,0.20580359344183402,0.45074324189199944,0.26118247060580313,0.0","0.0632581770784086,0.06952025462346303,0.10192022287618413,0.048375241755338215,0.0808300708465481,0.07686418490611434","0.004775944472225081,0.00020561687667832866,0.0008348326305937145,0.35341406084054244,0.0873778700143237,0.0002874040435097631","0.22791835222162493,0.2268463237188791,0.37710323842641447,0.5288911337654889,0.3893834329611674,0.25232978451006854"
939,"0.0,0.0,0.0,0.0,0.21866999999999998,0.0","0.07041629425598676,0.0,0.1081896751632501,0.09242056804194757,0.3135659133284048,0.07223693859055051","0.0,0.0,0.10405589075355404,0.0,0.2973748898465974,0.0","0.05811320988790421,0.02873243804788293,0.06146702676109423,0.06907016729806122,0.048156188644851876,0.057431819243322677","0.0007338818364427743,0.00020768217134235393,0.00017426471393991214,0.00013720107867382615,0.22248220272272998,0.0005905653560035023","0.1904487321661792,0.09763402042840168,0.21385515484842305,0.21498295073638485,0.4110686015228632,0.1732240873267495"
874,"0.0,0.0,0.0,0.0,0.49017,0.0","0.0,0.0,0.14079373519743463,0.05926216893732219,0.5358740075872468,0.19125881499046793","0.0,0.0,0.14566302097477463,0.0,0.5471284875757767,0.1773301663321103","0.030410322879189884,0.022863473984924994,0.06062270361360737,0.048884730211026385,0.01238531793070954,0.07944123827535994","4.0011826656193246e-05,0.00023115659926119795,0.026794391905635977,0.00015569828755831344,0.5101740991069758,0.04632011456288569","0.10101313027721091,0.07780473847222016,0.25744374736022874,0.1591446382663387,0.5499724321674869,0.3381069070856737"
2094,"0.2972,0.0,0.0,0.0,0.0,0.0","0.36400317947707683,0.09344683720353492,0.08311539040572356,0.15867169996733022,0.10160602451614098,0.15775230770985457","0.35380288273854565,0.051027376480693366,0.0526546373485898,0.08069957995104587,0.0,0.0693153077335259","0.059738419398729016,0.061461636329852125,0.05382544320423725,0.09789845540570012,0.07585882098519403,0.10751514262091236","0.25553562734211743,0.0015714317266625592,0.0012774972769677127,0.0020894788123897883,0.0008611799305854552,0.0013988299800738952","0.4884466848553449,0.20661985520482562,0.1868257999977294,0.34332623569009774,0.2473547282999638,0.36308033372854764"
62,"0.0,0.0,0.40798,0.0,0.0,0.0","0.2937084564448462,0.0672004136610045,0.40471876988049554,0.31190911158639417,0.08217037386464808,0.1549920393125506","0.27001581623608917,0.0,0.4343819737293463,0.35605911935769835,0.0,0.11376325496278852","0.07616807801116661,0.05402152405165432,0.08603510895880116,0.10574601614779214,0.06883934484670602,0.09124376836882532","0.13623566678018748,1.614452987412693e-06,0.2332605693667559,0.10895471226740307,0.00043611094677216937,0.004008690307193145","0.44846253562322463,0.17278141333180078,0.5387346766780103,0.5098778784750276,0.2181238796458391,0.3235716312315096"
2295,"0.13540000000000002,0.0,0.0,0.0,0.0,0.0","0.21165867022878607,0.13276918180019517,0.06098525157841967,0.1770073218048517,0.06897799559317003,0.05252250007024021","0.19186971791474194,0.08407764157036574,0.0,0.12660203166845255,0.0,0.0","0.04943796976232545,0.07288494301947203,0.046319626161081755,0.08633482134937814,0.05062572436390331,0.04062675519689849","0.12260046424355453,0.018067391961034907,0.0002775742963115218,0.01567301531156614,0.0005516153849994096,8.756887357259768e-05","0.31340728870045603,0.2814386225417538,0.1480772643986387,0.3478933179875579,0.16084539735182884,0.1307334958160859"
1575,"0.0,0.0,0.0,0.44364000000000003,0.0,0.0","0.0674875324828224,0.08105253236605417,0.11259878542278964,0.4760044862804607,0.16545420049531648,0.08594502070068905","0.0,0.0,0.0,0.4735589217783006,0.0982063195311744,0.0","0.05651436125973039,0.06343060464169156,0.09515252542585456,0.03869707211306249,0.09966350373570201,0.07527016474046233","0.00035261707445253783,0.00034199264328677856,0.0003583730129584811,0.4081759851148617,0.006948312672636414,0.00019636250739319091","0.1797766287146725,0.205591121955101,0.30438543408027935,0.5465580942103255,0.3771970180944343,0.23115453208743708"
3261,"0.0,0.0,0.0,0.0,0.0,0.31862","0.12270960208953716,0.09263160387298389,0.1554139286025044,0.12655554846422357,0.197169109686563,0.40122906837319333","0.07213749489449013,0.0,0.1667179022192136,0.09274915855655916,0.18217556517185235,0.3881509118757611","0.08379803841254069,0.08096881116721766,0.07607276188773357,0.08592687577787879,0.08648020387118965,0.06655894819003036","0.0011554885513594961,0.00010911240516301992,0.015589543578092365,0.00012198912068654579,0.02059135204786569,0.2801846499126679","0.2896479184935234,0.2732928598495791,0.2893960425058646,0.289686185885185,0.35530149910051584,0.529754708080704"
1535,"0.0,0.0,0.38956,0.0,0.0,0.0","0.1341858296763196,0.16512527917078637,0.0941980415714099,0.31302351199178197,0.05437669454453552,0.0","0.14523358155846414,0.19740362768969227,0.07965976520872761,0.25884616980955055,0.0,0.0","0.04914596527657698,0.06878775100748286,0.060423756052320046,0.07093013285615443,0.046115095981020884,0.04403696906623259","0.01873492972503517,0.051846841312294015,0.00013658356559363285,0.17890740271936595,0.00016224633206776554,7.599761572214636e-06","0.21183853597183186,0.31701952330199307,0.2033233845647829,0.4516716595388955,0.14129508993952783,0.14579841747544897"
1736,"0.0,0.38431000000000004,0.0,0.0,0.0,0.0","0.11591282738290565,0.4373471686132863,0.112564614626667,0.11080472129220965,0.10802721322036984,0.08718425061244992","0.0,0.4178818650535606,0.0,0.0,0.0,0.0","0.08077958135149788,0.054505644802141096,0.08660918363685463,0.08398734434144832,0.0778204770469074,0.06578408688275421","0.0005772393019246305,0.3498601443314579,0.00052403099959447,5.1955139816826526e-05,0.0005656478731859723,0.00016124428161397897","0.26460891065141384,0.5466426625961821,0.28076699012856193,0.28018470174558996,0.2648142753101921,0.21319982623895736"
3064,"0.0,0.0,0.17421999999999999,0.0,0.0,0.0","0.24190855063117364,0.07954404240148644,0.29609806626073815,0.24975946009149516,0.11731945909737494,0.15779064222225003","0.24641419659923736,0.0,0.29885900803960186,0.28177552594937916,0.0,0.07206220353886456","0.06910635690761147,0.06376293760633624,0.0873490305995971,0.09593028109355894,0.08523684932398129,0.10392346181547782","0.11714433084458353,0.0004275464324255116,0.11748732894461675,0.041745348138783306,0.00010910134976300932,0.003837047725678036","0.38125996608660845,0.21262049752632672,0.47015703390959784,0.42746546433965604,0.28090033847730356,0.35019457238385066"
2212,"0.0,0.0,0.0,0.0,0.24979,0.0","0.089484754713366,0.07141926573691726,0.14966969026159482,0.16142023374043746,0.3651112147313575,0.19000018377409691","0.0,0.0,0.1666621908624287,0.08264318835260082,0.37167532248361174,0.11616908134422015","0.0708791702943545,0.06272644916557438,0.08854051411232262,0.1139558035303068,0.06856800533242689,0.12811791705528336","0.00014270990652565148,0.00012003811293492537,0.0006416647152864312,0.0010671756841715645,0.2446400437647191,0.0012288788432489623","0.2340249782022651,0.2052028732080312,0.30113192413835993,0.38522911322468556,0.496956487484048,0.42996186259123587"
1994,"0.42098,0.0,0.0,0.0,0.0,0.0","0.4858948689863325,0.14906866760787832,0.10433143264444332,0.10306672949119781,0.07375448290329498,0.06384635351576472","0.5141874171655707,0.14067721263278485,0.0,0.0,0.0,0.0","0.03920755284807697,0.06830078522224,0.08384100255592858,0.07681511181572455,0.05467879359891976,0.05727956273913033","0.4129639361467207,0.011150694917704287,0.00011501955661110534,0.0006768922354517688,0.00014655131189478674,0.00035235346416882444","0.5476298601290652,0.2647910060318841,0.27797721867230446,0.25229869406411065,0.1759580581822333,0.18782602133915716"
2896,"0.0,0.0,0.0,0.3015,0.0,0.0","0.06636354905081701,0.09077493007730739,0.08836351292051493,0.3541938882034405,0.1246182949791437,0.09587643617956058","0.0,0.06002618887095854,0.0,0.3265902225423541,0.056092247741223546,0.0","0.056568532451316884,0.06423319872641116,0.08409930654280039,0.06285595981573044,0.0868987737640807,0.07763896588873512","0.0009181215376256631,0.0015962801975871739,9.802923061578261e-05,0.2625820038328584,0.00112407655614543,0.00017872207458392847","0.17614451359289945,0.22144918828778248,0.2757951472583815,0.5000493782848875,0.31059397245329917,0.25928705971342764"
3120,"0.0,0.0,0.32291000000000003,0.0,0.0,0.0","0.059884931278512146,0.1429222450345994,0.400870388135535,0.10353534404258857,0.10929505656979469,0.13133295931813724","0.0,0.11118462347084429,0.3647047632685305,0.0,0.07343352279041115,0.0","0.04837971664782519,0.055978012476858574,0.0586311530138019,0.07922524537188134,0.05585555497584452,0.08924442223397047","7.194334648276526e-05,0.04988000378913123,0.3086590527978486,0.00048035413108249707,0.014416261525106767,0.0030836015369448662","0.15413834499254006,0.26133548750179053,0.5269098531546182,0.2612630777056647,0.21428798134661778,0.2940116248164403"
3151,"0.0,0.0,0.0,0.0,0.08843000000000001,0.0","0.08992057712249132,0.06669346828994575,0.12917985301424148,0.16831538147751782,0.23582098562480378,0.17447575337914364","0.07727188037130761,0.0,0.057282328577778624,0.1710360887562252,0.2178067188299047,0.09935010898229807","0.057390775296262075,0.052356311538036035,0.07250271835330438,0.09559126999320249,0.06427234147314465,0.10563348799703254","0.00013910622765971357,0.0004620501170340126,0.007629638237616508,0.01721937960428699,0.12623716733564766,0.005744335707520756","0.19850677278366574,0.17095679576136774,0.2689449680446198,0.37100834885209694,0.36521578597915166,0.3771918865888869"
995,"0.48197,0.0,0.0,0.0,0.0,0.0","0.512506249644769,0.08799868413044346,0.07009091616381743,0.10897681198389984,0.08542101036799676,0.053552637085210804","0.5343690486946715,0.06929363944485203,0.0,0.0,0.0,0.0","0.026656805895622554,0.053870046102317035,0.05444133757061492,0.0812272493676909,0.055093210186225615,0.047187471872452744","0.46445246218815783,0.0008450301842789762,0.0003877629943935172,0.0003846295850107043,0.0014758365330489681,4.237083815676301e-05","0.5497907648067897,0.18163731120258048,0.17809356247784963,0.26046141058932626,0.18707611250154807,0.15003241629828443"
1858,"0.0,0.0,0.0,0.49448000000000003,0.0,0.0","0.1195950613544765,0.06384172754882561,0.28242801593440553,0.5170469883526868,0.24064814532502818,0.07254788986629035","0.09429642082792798,0.0,0.3044734813017592,0.5481292438187001,0.2384702515646712,0.0","0.06799059543705142,0.04998410590932561,0.10067658517128165,0.026393003468776523,0.07977235739915796,0.055138453748309495","0.001189284064770754,8.817383893752172e-05,0.0867277274698909,0.46611810637031265,0.08924202125619068,0.00031500615918524983","0.2407676486351736,0.16105702502000085,0.4710925962998163,0.5498512758411327,0.3941706024376009,0.18441552670768904"
3042,"0.0,0.0,0.09334999999999999,0.0,0.0,0.0","0.050539438387273095,0.056951077265946046,0.21521867515107032,0.06459541285875045,0.11183988775151366,0.05461130910996201","0.0,0.0,0.21017488555200503,0.0,0.06021286576763926,0.0","0.03677503898506178,0.041730143736309615,0.06521939696538424,0.05332219876539753,0.06568510678871987,0.05056262715258126","0.0012364338698806433,0.0012825404462740457,0.06471338884243061,0.0031467990359145626,0.006132448984115315,0.00028744467252948873","0.12286971072096942,0.13749102033641633,0.3316557293192786,0.17072896215739683,0.23358458399610044,0.15347514817722221"
2085,"0.0,0.0,0.0,0.0,0.53537,0.0","0.0,0.0,0.0511002831047778,0.06376240822987456,0.5321998486444045,0.08739988728189944","0.0,0.0,0.0,0.0,0.5490099463885314,0.0","0.0253114632934516,0.02618794943862173,0.03590857731744845,0.049048903410287,0.014513929407325805,0.06437880868895911","0.00018734337835061389,7.699140844394836e-05,0.0002669209395780751,0.0002117408221698195,0.5035992334421685,3.9519322317670986e-05","0.08373359352784758,0.09019337660385886,0.11978646311331968,0.16262141287226156,0.5499975567190566,0.21222743787161114"
2830,"0.28769999999999996,0.0,0.0,0.0,0.0,0.0","0.4260165198981568,0.20388221027524886,0.14013155505292726,0.13684990986970666,0.10159199617813533,0.09213559948044377","0.4598297854978216,0.22541235284175498,0.09002836344575116,0.07145624949998158,0.0,0.0","0.06532982803794865,0.07071268136160166,0.09174269853896519,0.0945344478910081,0.06858763024117041,0.07130804282352594","0.30478915279867824,0.06523208060759093,0.0005599088939387693,0.001318593792473175,0.0009504660441176853,0.000443894602822552","0.5389500391986268,0.33096573483783337,0.31344494276219415,0.320294225419679,0.23224681468171934,0.2301493982488889"
1624,"0.06767000000000001,0.0,0.0,0.0,0.0,0.0","0.23498443811220923,0.14168314017486824,0.0701981232156123,0.10330958154550715,0.07902120404669132,0.09901161861969043","0.16747084614503566,0.1076299209374875,0.0,0.09332780702901126,0.05590165018406287,0.05255643702538515","0.07342106704310386,0.05920485997808623,0.05343202444726146,0.06595761885010744,0.05181723753806603,0.07080408347444316","0.11113646327066148,0.049552963753033995,0.00019087189024433228,0.001628224579825543,0.0004124463336923428,0.00040412535721462065","0.37674894948245885,0.2648651734307061,0.17600519817436178,0.23174352797593353,0.17858303703911824,0.2377097786531399"
868,"0.0,0.0,0.36917,0.0,0.0,0.0","0.09200549520007639,0.12073239710817679,0.30295792697568724,0.1699240940067574,0.10542586039226466,0.09490459131016074","0.0,0.08144706542943221,0.3651498002570115,0.07186688643177222,0.0,0.0","0.07846357881704813,0.08215686339108838,0.09405769459436353,0.11579686197074349,0.08421074524661494,0.08772896696102071","0.0008431370793766644,0.0055890861346187416,0.07564167898797264,0.0014751262446417834,0.0002820651176445118,0.0013839230419916612","0.24307768950107597,0.2740037028747816,0.4445124592991819,0.3909743404113234,0.2575176378404708,0.26287526668023903"
3094,"0.0,0.0,0.0,0.0,0.0,0.27039","0.06536635497416382,0.07980580130061644,0.2730724546693393,0.11244770126431368,0.14802807156082046,0.4063411086340871","0.0,0.0,0.36676243447916534,0.07234866298156818,0.10431988345186169,0.503349263800018","0.06471753674528313,0.06412343457269547,0.12801842799904606,0.08064642920230165,0.07318000159961925,0.10190856009316139","0.00018677567877883227,0.0005288236004467715,0.012467598820587476,0.0014967356526044326,0.031054828763583713,0.22274436689023822","0.19660168725419064,0.2024949647845243,0.4421752615527078,0.27104662993318646,0.2978980898735707,0.5449330271500037"
810,"0.0,0.0,0.0,0.0,0.45386000000000004,0.0","0.059382686850554964,0.0,0.13880466664204374,0.09207783497121498,0.5196540819305497,0.1957466748848949","0.0,0.0,0.09921201956421853,0.0,0.5329053453768835,0.17070050857601474","0.04678131117604515,0.03477750893424528,0.06752588752983021,0.08036880660555347,0.02094794814796428,0.08954328418820248","0.0002854701204964519,0.0007957326737524645,0.0007237600064824496,2.784786730509116e-06,0.4788282549200818,0.034811407750274644","0.15210289798771462,0.12105920464904603,0.2538412809608979,0.24986952017546313,0.5496919365231765,0.35971259195314087"
2496,"0.0,0.0,0.0,0.36571,0.0,0.0","0.15444806688742416,0.07762568453603226,0.22025994592242087,0.4692045300685538,0.29198422716014244,0.1124383518387803","0.17186454432821835,0.0,0.22786952419575757,0.5085795812644378,0.29417679757140514,0.0","0.08236807704373164,0.060270871670093484,0.09549529706999238,0.047514643436889756,0.07865512432940952,0.0782343234833037","0.0009439343940955002,1.6232642383159493e-05,0.04323906806956614,0.38333590863713696,0.14013678656040948,0.0024926383021242476","0.29459863021791705,0.19578926826789347,0.4000251261678628,0.5490730692424142,0.44683283729089546,0.25958764008846485"
2299,"0.0,0.0,0.0,0.0,0.0,0.33955","0.061203926004384256,0.0547139307187536,0.0781476361973778,0.07393151649948419,0.10943651521457921,0.33715307991213683","0.0,0.0,0.0,0.0,0.08370660942449891,0.3322728087507054","0.0559337194687253,0.04634414738540968,0.05562869732875468,0.05288491108399649,0.07266476937830398,0.037090650122070995","4.6838647888764056e-05,0.00021429456511358274,0.00039545335965488176,0.0001481103415324621,0.0006434507186695392,0.26729680788100035","0.17616393079559461,0.14431203197724732,0.1860229991761076,0.17273923709573982,0.2478278708128927,0.41265321796984644"
898,"0.0,0.0,0.0,0.0,0.0,0.54047","0.051237420006439764,0.23252363962916328,0.09060200644817643,0.0938453956868787,0.24571910849416675,0.5154725456981547","0.0,0.22671934975667613,0.0,0.0,0.25274336022254945,0.5356897990388365","0.044433761919881826,0.0852144363028734,0.05935345774998614,0.06757780312146355,0.11411313382285322,0.025861905310194663","2.7361525928579683e-05,0.05868259583409882,0.0002575189518827044,0.00035095191377209527,0.01663211908935602,0.4652642497253483","0.14470903302492852,0.3936340941570663,0.19576352083907994,0.22521101134414598,0.44246745503535806,0.5499557831323347"
2501,"0.0,0.12603999999999999,0.0,0.0,0.0,0.0","0.055721145998879805,0.1769892838642586,0.0,0.05378067142818078,0.0,0.059244582504274786","0.0,0.1750089790020511,0.0,0.0,0.0,0.0","0.04968401954163521,0.039424188441029316,0.028345739893849937,0.04299322751462045,0.03822329149261138,0.04394925039551398","5.86163026617668e-05,0.10510976402018248,7.043189916413793e-06,0.00013995841135140444,0.00012161293045904662,0.0003484434657597374","0.14524234618500206,0.25298021155466843,0.09212542249606563,0.13652429658834858,0.11844870845896333,0.13679424931453021"
3000,"0.0,0.0,0.0,0.0,0.33428,0.0","0.09850034332646213,0.08940652006369326,0.12318929583945584,0.10671402780326247,0.4304780951163687,0.09872860458893218","0.0,0.0,0.09665457921613729,0.06260053648363731,0.43235111531962067,0.09427566409455478","0.07880771950327456,0.05930858319394021,0.07757204468317189,0.0744554274692189,0.05445892074117104,0.061752098879195055","0.000273199439401498,0.0011341957287913959,0.0015330819148119427,0.0025227350631708903,0.32654786143409625,0.0015529181040410199","0.2555802686010545,0.20919700374781058,0.2619709178626798,0.24929915688281332,0.5246650768644849,0.20643791906067052"
1622,"0.0,0.35251,0.0,0.0,0.0,0.0","0.10561670685824581,0.4072373976072288,0.11264221202241574,0.10685441898697698,0.093949730365567,0.12246020334200555","0.0,0.3805391536481604,0.0,0.0,0.0,0.09624000050830309","0.08233838155515014,0.05646854261489374,0.08706634908491334,0.07974956117287582,0.07286408679906764,0.08039626144836223","2.3325970803785442e-05,0.31056317791797905,0.0006354818724155626,0.0002046408196109799,0.0006796715184940681,0.00021264812443738305","0.2740246373376697,0.5161088453889446,0.28138734485897465,0.26283622103342097,0.2399211930395752,0.2664806159228048"
1571,"0.0,0.0,0.54353,0.0,0.0,0.0","0.09374590948724539,0.09775604373039923,0.5168154894433691,0.19361139409613526,0.06785854818235537,0.06708816370732111","0.0,0.0,0.5444453351527407,0.18896573272612638,0.0,0.0","0.07214091216154787,0.0682742857750375,0.02635205147740629,0.11210257026709358,0.050835283589067866,0.04946232431823989","5.2035644882031604e-05,0.00043697062952641685,0.4664340854713218,0.004434728189574445,0.00017781210528360506,0.0003224983896784037","0.23377623534174294,0.2266210633413169,0.5494632843438385,0.39625683012597,0.16875829699587264,0.1623901374018223"
2805,"0.0,0.0,0.0,0.0,0.0,0.35048","0.10570064464903682,0.09059359066906031,0.22329112087213715,0.14839251562930666,0.2308402832836454,0.3877248485681241","0.0,0.0,0.1741828648010658,0.0,0.20713232445270935,0.3849993907583333","0.09114438209334598,0.07633186669073723,0.10401294148881761,0.10353457638562491,0.11122285538175865,0.05445743796865629","0.0004007958595484615,0.0012473368474977952,0.025423732423727155,0.0001747988739902355,0.02969497337246865,0.293167770132524","0.3003563328132332,0.2516114955580104,0.4048846966852277,0.3379767395901694,0.454941394504342,0.5002213927114401"
2135,"0.0,0.11198000000000002,0.0,0.0,0.0,0.0","0.18967252841547885,0.24902542809511075,0.054527809633242,0.14612650791188533,0.09062967761551498,0.12620020407573845","0.15244276970229784,0.2090453617808187,0.0,0.07147557777433028,0.0,0.0","0.09022117435866235,0.07744834750772062,0.0379053142294414,0.10497817099348276,0.06827517355970605,0.09171994343359302","0.04348845665676455,0.12207143857418237,5.621353687888142e-05,0.0033715270314384526,0.00039953355779508967,0.00010692022602825065","0.37518591666972984,0.41354481222066275,0.12131642968841366,0.35678830221063407,0.2282395607544043,0.30224212698361613"
383,"0.0,0.0,0.0,0.0,0.05817,0.0","0.06445053104607648,0.05026183454345624,0.1325844240222692,0.10153152184127334,0.1820267461905362,0.10871719904350273","0.0,0.0,0.09341357395749116,0.08000788397406983,0.1637648668368066,0.0578442909533591","0.05250064052055788,0.041009886816996896,0.07337473361663657,0.06711672132768876,0.055940024698234336,0.08315794025218048","0.0002716447656951998,0.00045441127618223967,0.012595469508070481,0.0009428733927797047,0.0893402094049193,0.0023490857690449916","0.15382137148714933,0.12603663919862487,0.2859233555794703,0.2273902580459687,0.2982933937319814,0.27774573876312014"
544,"0.0,0.0,0.0,0.0,0.47622,0.0","0.0,0.0,0.0,0.11564355032784504,0.5235785685356114,0.12435621392414384","0.0,0.0,0.0,0.0,0.5430403476533532,0.06109865108125468","0.03086647082223678,0.030037057328610145,0.036504698867136684,0.0920726031364873,0.02008504216049722,0.09437091088838648","0.0001056985407240252,9.111699803456532e-05,2.56378403714618e-05,0.0004877318877441811,0.48412508328680115,0.0012382696088702985","0.10106404304660152,0.09970370100322547,0.11804153687401005,0.2834722150615037,0.5499348578012309,0.2922084311733637"
6,"0.0,0.0,0.0,0.0,0.0,0.43945","0.06315137480121225,0.1686250729193913,0.05550016932335332,0.1032331145961768,0.16521058422245943,0.4074266097849492","0.0,0.13734891201544558,0.0,0.0,0.20362801904507405,0.41835526826388575","0.06574952967666642,0.0847655897589994,0.04452801110613449,0.08368110659545473,0.09991569366390843,0.05136993973294114","0.00020164825579283704,0.021798462227608967,8.052382773494772e-05,8.29883537032267e-06,0.0009853079942752463,0.3171562541664756","0.2047826045874237,0.33400143945008837,0.1444030698973758,0.27605391170203303,0.34441091595477036,0.5173833837574446"
1723,"0.0,0.0,0.20309,0.0,0.0,0.0","0.06209823482340882,0.0961518379381258,0.18895908386483937,0.15370844912820256,0.10650548142105934,0.08110926777610421","0.0,0.0,0.19181499512771935,0.11391693266726889,0.07723504247413925,0.0","0.04950333462495573,0.06515774572421167,0.07746237778772161,0.07477634137509975,0.06553613332760527,0.0696699628435943","0.0022532275514389414,0.0012692699436232943,0.05577343745428687,0.022607788433309135,0.0016468669970586634,0.0015578837054332506","0.1610408004898138,0.21471919391546193,0.34175853113648097,0.2974592424565566,0.23307908863809224,0.21448916578216332"
