Index,True Label,Mean Estimate,Mode Estimate,Standard Deviation,HPDI Lower,HPDI Upper
2251,"0.0,0.0,0.0,0.0,0.0,0.15213,0.0","0.0,0.055775820431908686,0.07019143839333178,0.17894111774637247,0.12563308839394155,0.2709260833549721,0.0643461009852489","0.0,0.0,0.0,0.0,0.057518370304812154,0.1924163670806036,0.0","0.013509019078007119,0.04210377708429561,0.060337353759123136,0.1392355460539179,0.10483961712978532,0.10368014043186971,0.05317485931309883","0.005280016826051167,0.00041771767310545236,0.0001779367357517805,4.050509259450053e-05,0.0008293532761049422,0.10789901382227286,0.00041344714382069147","0.04965501700546976,0.14004543992652424,0.2010851471045818,0.4017608792311416,0.3507510670813852,0.4621232081977138,0.17239385525979348"
619,"0.0,0.0,0.0,0.0,0.41025999999999996,0.0,0.0","0.0,0.0,0.05080652869357555,0.06684488271086023,0.49329354586248547,0.0929260421761058,0.0","0.0,0.0,0.0,0.0,0.5141804768256665,0.0,0.0","0.02006191187540431,0.031150753446298935,0.04277410472584528,0.05448226724571034,0.034370939536559016,0.0646876838543648,0.030205993706417748","1.1725397683741193e-05,0.00036771647880032076,0.00040495508467637537,5.3901569551584366e-05,0.42953313640925883,0.0010318840939018512,0.0002363440905458812","0.06525371633647406,0.10634224529386826,0.1415353761254767,0.16354066791973998,0.5480974121446605,0.22263948432742536,0.10497107188182024"
3070,"0.0,0.0,0.0,0.0,0.07458999999999999,0.0,0.0","0.05397656771093731,0.0,0.09775946680716108,0.14293858831135056,0.34177659369429836,0.08878668648895928,0.076278796402986","0.0,0.0,0.0,0.0,0.3766982017323593,0.062435676388012167,0.0","0.030876186897370653,0.035902502069765856,0.07480065988792074,0.08563402064876209,0.09529278894138743,0.05298280385161873,0.061166150189254094","0.0008375443747531879,0.0036394362229466132,9.257826895078453e-05,0.00346580055495648,0.1253955289630102,0.004330689227646146,0.000685206486718247","0.11068360655354123,0.12517424854405923,0.234475943088177,0.29881364767119123,0.5198740679839247,0.18347543142420936,0.20269957292649307"
65,"0.0,0.0,0.0,0.0,0.0,0.06346000000000002,0.0","0.0,0.058732442791812015,0.058234785172610375,0.24767712480875675,0.2250403087672956,0.19907880905814687,0.12642022491624472","0.0,0.0,0.0,0.3452525692757177,0.34682491287054,0.05416678801425745,0.0","0.020726210569847452,0.04596896155550824,0.05048836308085469,0.12859164900570294,0.12171554851285267,0.12698817458484496,0.08025025896084902","0.004064178824803098,5.865853336288676e-05,0.0005488614541073078,0.01196547619263704,0.0041686839917637435,0.02332518907405848,0.012357700815284822","0.077213794229176,0.15590893992115817,0.1584794188838083,0.4474132172724236,0.41217869606399093,0.42950211523891846,0.2716573058114051"
150,"0.0,0.0,0.0,0.0,0.0,0.11958999999999997,0.0","0.0,0.0,0.060557259919995485,0.3110387603213625,0.2583873791066329,0.2221544980912046,0.0965801845585496","0.0,0.0,0.0,0.5433996221982103,0.5445099729004352,0.09734721952244949,0.0606842625360188","0.025877159843122735,0.02333771517620399,0.05414509737643444,0.16863069975826595,0.20916547940219463,0.12708626975061318,0.12457836895872318","9.253278770408149e-05,0.0018434920640862298,0.0015605863326631716,0.04809443089781025,0.02364203043336498,0.023135896527159805,0.00022539293083976224","0.07034493563631518,0.08139107850392722,0.17173086747101454,0.5488357302600501,0.5499898523584019,0.4314324392268543,0.5197215966178187"
1115,"0.0,0.0,0.19006,0.0,0.0,0.0,0.0","0.0,0.07139905294741439,0.15702570839439461,0.1025364895003099,0.05958667164569837,0.0520917685873785,0.0","0.0,0.07703169074504443,0.16100867303128907,0.1094838159526407,0.0,0.0,0.0","0.021972173614638577,0.034931846022480284,0.05769649419562881,0.043368486035095875,0.0476415989341598,0.05229021892618834,0.01809468295176728","0.006482702509996235,0.0003573954791298819,0.042881858052682915,0.01464533748254464,0.0017273522417388196,0.0012229616468625371,0.0005649618522743078","0.08850568948377366,0.12391693264101074,0.2654940468206096,0.17479515187036992,0.16933838505540955,0.18619794307924528,0.0586413166257333"
1533,"0.0,0.0,0.5468,0.0,0.0,0.0,0.0","0.0,0.0,0.4463445207523341,0.1435293926721066,0.0,0.0,0.0","0.0,0.0,0.4644642627651949,0.16602902094963026,0.0,0.0,0.0","0.03518005126413813,0.02326626960532169,0.04885668099919078,0.05763135319556638,0.03393568791567868,0.020471611351605794,0.032148836095271555","0.0006138467785851104,0.0012231386469285512,0.3532921098154064,0.022895504852076327,0.0007702297593132178,0.0001876406552841726,0.0012433303280197422","0.10693569180317462,0.07526192594558824,0.5397335864788683,0.22657910609359572,0.10068416489355708,0.06842159671088574,0.10685678923488633"
2991,"0.0,0.0,0.0,0.35504,0.0,0.0,0.0","0.0,0.0,0.08697873697079465,0.33140254909423233,0.08268225324013273,0.06540884653105496,0.0","0.0,0.0,0.07562806288725696,0.3183720343746331,0.054373701559841774,0.0,0.0","0.030185887144782594,0.029487729304257092,0.04942524993630909,0.032043869342161635,0.045013722592411924,0.04605984305938321,0.02335652799674975","0.00037306267375899647,0.00030664147866288225,0.004651895867635388,0.2744871075184697,0.0038407516633498975,0.0010985441430838578,8.453466528903335e-05","0.1026523129235427,0.09975171559558138,0.174849150374024,0.3935368519372043,0.15883090198663516,0.1536023707645534,0.07905193463809919"
2301,"0.45507,0.0,0.0,0.0,0.0,0.0,0.0","0.376387936634507,0.0,0.09143659206477474,0.056287961906621345,0.11601486327475916,0.0,0.06345120327376806","0.4266765103001055,0.0,0.0,0.0,0.0,0.0,0.0","0.08976721947046402,0.04117538440578915,0.13176820285074606,0.04148115996492719,0.15598352117237366,0.04374074573910337,0.07604050705781426","0.17304241450864993,1.0904751859956361e-05,7.956957256464226e-05,0.0007338068802282431,7.58188326313068e-05,0.00026137094327171895,0.0002835459950566026","0.4562800190368259,0.12438324097259791,0.37782284841637553,0.14741657670159564,0.5213767937049102,0.15879896304349858,0.25548814235811357"
2596,"0.0,0.52869,0.0,0.0,0.0,0.0,0.0","0.0,0.48751079037022255,0.05401979654954331,0.063168835946737,0.07161666567671592,0.0,0.0","0.0,0.5117165554884786,0.0,0.0,0.0,0.0,0.0","0.04528346370428357,0.09924626587584533,0.06786468158419925,0.08612951392413688,0.09206674768642692,0.032795071831371446,0.02387764052204104","0.00033248339760944386,0.3855667804264532,0.00012166985424463703,2.043098713237532e-05,8.96250704688543e-05,0.000638478624697395,0.00018790896458830035","0.1336256305556478,0.5498639423682739,0.20434492572590587,0.23891853630497759,0.27833603312087685,0.10768395922835763,0.07533228847637584"
923,"0.0,0.0,0.0,0.10742000000000002,0.0,0.0,0.0","0.06803232016055116,0.0,0.10311753673052572,0.21797582986112557,0.21975376781201517,0.1307416186053781,0.0","0.0,0.0,0.09053828587595622,0.25746267550396096,0.27909387186202983,0.0,0.0","0.07117267492322923,0.02049717683306781,0.04206559829761876,0.0743312385863934,0.10140476805446921,0.13381650620560678,0.025871071444215087","0.0024028945209639647,0.0004710378202552601,0.02877838339886638,0.06582087952154798,0.05238998529077198,0.0017045992273372528,7.017348027039405e-05","0.20726617911087358,0.07278648801762079,0.19098592171043896,0.33522463317612855,0.42242459190688614,0.3778485264126853,0.08529952482659175"
2434,"0.0,0.0,0.0,0.0,0.0,0.10416999999999998,0.0","0.0,0.0,0.0,0.0690013635685493,0.06648026960618857,0.05909832533533852,0.3847701423048008","0.0,0.0,0.0,0.0664428948280806,0.0,0.0,0.40864461045556333","0.01920993651599374,0.02039318105785647,0.028394080129379357,0.04194897997850267,0.05803325778395326,0.06590704675648287,0.06898042865733829","1.546427657876854e-05,2.08915977156694e-05,1.1033493161883124e-05,0.00010016602173205649,4.401116876958659e-05,6.474744132751802e-05,0.24877374398231453","0.061569249118977876,0.07009405016079659,0.09615934627795004,0.14333351227317287,0.18227786620334643,0.1507346317058611,0.5099078388353266"
1284,"0.0,0.0,0.0,0.45965999999999996,0.0,0.0,0.0","0.0,0.0,0.0,0.450208998989873,0.0,0.05440387130681377,0.0","0.0,0.0,0.0,0.4689568855638773,0.0,0.0,0.0","0.03269061193833483,0.01859303578004972,0.04241482998156061,0.039281485113331335,0.024037938214869735,0.031282870476778295,0.02317660399866196","9.041951930815976e-05,2.3463690740759305e-06,0.003033235415774199,0.36744589194197075,8.866528703775464e-05,0.0022371086815042443,6.879501000169154e-06","0.10543607177852787,0.04869904203537067,0.1440817452059851,0.5136328272231514,0.08242673828024934,0.11026861020868425,0.07718893453090336"
1534,"0.0,0.0,0.0,0.43994,0.0,0.0,0.0","0.0720961664726632,0.0,0.0,0.4755146126291566,0.0,0.072784174775535,0.0","0.0,0.0,0.0,0.5458662645396544,0.0,0.0,0.0","0.06960257341062821,0.018555050818748052,0.08138644757754031,0.06052116850945649,0.04536625717272771,0.08735947710029339,0.04223602757126849","0.0004890396050313944,8.586739573552575e-06,5.4479920118707305e-05,0.3776040017493226,9.688041165420536e-05,0.000525008935128381,0.00014680915032181077","0.25753904506849096,0.051538039519948724,0.1846083914294105,0.5499987863805558,0.1524179756793152,0.3266892623914485,0.11932667469097384"
1178,"0.0,0.0,0.30678000000000005,0.0,0.0,0.0,0.0","0.07855481953683695,0.12645496396956352,0.1932151774604935,0.11247154369230994,0.050488560086290366,0.0,0.0","0.07025984372396188,0.1532996307104249,0.1726619328417393,0.0,0.0,0.0,0.0","0.03363569075887331,0.04634520957586483,0.07603613286454584,0.0657508151434616,0.032688767182281996,0.032160840342855726,0.026223366830516445","0.016991907210532033,0.03205797981645941,0.054889166184873855,0.00023159525609085205,0.0003832258073382905,0.00014726556128883336,3.457052831271298e-05","0.14662218389734308,0.20738951187999732,0.3285694627083376,0.2103336348447123,0.11264213517634045,0.10365548555285914,0.09022318876562019"
1180,"0.0,0.0,0.0,0.0,0.0,0.0,0.34619999999999995","0.0,0.0,0.11225098082685124,0.26426948089461305,0.05179003850983048,0.12793783281793417,0.509163370693574","0.0,0.0,0.0,0.0,0.0,0.06141179733138348,0.5468721238864844","0.017411664105760585,0.026014114304912177,0.07928041407751715,0.1787931363514176,0.038336240209445725,0.08114670323679973,0.03902297309776664","0.0003144671007883755,1.4000141622713492e-05,4.519435321023112e-05,0.003972598754692387,0.00033338844227818874,5.6374009423042796e-05,0.4337583284941876","0.05108227059533916,0.08235719141299111,0.25297319786166844,0.49041219820674536,0.1283239979089681,0.27733007115000785,0.5499383601331269"
2046,"0.0,0.0,0.0,0.0,0.43384,0.0,0.0","0.0,0.0,0.0,0.06860377343980668,0.5053954794071229,0.08425919982198735,0.07717836988786916","0.0,0.0,0.0,0.0,0.5159441969163464,0.0,0.0","0.030231657075249344,0.03371033038736907,0.03755655512661794,0.04960321982997195,0.029353483627583096,0.07098196823403667,0.1120289747462181","0.0002160544265893862,0.00042697172897457835,0.0019432741555319775,0.0003916232155004747,0.44756079881381944,0.00035124387776031083,0.0002557848725952314","0.10561289556213667,0.11230211384674718,0.12208022660133185,0.1617896715425187,0.5492467987109007,0.2195147697329528,0.4537560706909911"
1956,"0.0,0.18977,0.0,0.0,0.0,0.0,0.0","0.0,0.19989093571493746,0.0,0.09887543577120039,0.1527790576278788,0.0501364348896754,0.05161328095766725","0.05797240238432623,0.22717207828949193,0.0,0.0,0.16816998481930512,0.0,0.0","0.028659692117235513,0.04337631830003451,0.029791220349837673,0.07907731823146273,0.11420433228379523,0.03446005884055109,0.05294065116218238","0.0014266601456029877,0.08941697242076542,3.7128322634582974e-09,0.00018368714812475975,0.0012716074312516324,0.0005094071638218927,0.0013964392593958578","0.09983048659294788,0.26044901807817267,0.07206902399230923,0.260478026449708,0.40347878224939615,0.10902756332165897,0.18090115250282182"
587,"0.0,0.48309,0.0,0.0,0.0,0.0,0.0","0.05781873676705215,0.41015294155985105,0.06519629946425887,0.06537035459990842,0.07997090262574319,0.0,0.0","0.0,0.44477489393297237,0.0,0.0,0.0,0.0,0.0","0.061892354338886554,0.09935438367835124,0.058336385911984624,0.10052154434332763,0.08575871586583483,0.030550699118212208,0.02850187371139508","0.0021645550368557397,0.0447619073559543,0.001294091194415324,0.0006803960477347477,9.437689335813597e-06,9.242285834182202e-06,0.0004118977347332363","0.2534946135881688,0.4839475521908026,0.18641950135891033,0.3962865954721148,0.33921697778981474,0.09226581025524302,0.09851242037323628"
2769,"0.0,0.0,0.0,0.0,0.0,0.36580999999999997,0.0","0.0,0.0601192571323365,0.07049195997779342,0.08562956633279195,0.1383704004318408,0.4306650245355233,0.13448586445601737","0.0,0.0,0.0,0.0,0.07079199463677881,0.42098925919520114,0.0","0.030334607121878007,0.04657805959112057,0.057389152174968046,0.06740441177472684,0.09572288380759804,0.05347776865112432,0.09344327147483582","0.0001671830794892806,0.0007106715148053559,0.000103906098100356,0.0006334393522624438,0.0008324023796704383,0.33340792263143804,0.00014291832245964318","0.09975154542351017,0.15558098485832872,0.19067831306821748,0.21966891903924993,0.310084632721825,0.5306925942680141,0.31175020809843484"
490,"0.0,0.0,0.0,0.0,0.40935999999999995,0.0,0.0","0.0,0.0,0.0,0.10409197829409916,0.49184098634183604,0.1384350160960164,0.0","0.0,0.0,0.0,0.0,0.5219850930707788,0.11256297415618377,0.0","0.014507525287515631,0.02304628214068664,0.030708131682750633,0.07135900113819643,0.03425387074545978,0.07617030300744507,0.02253592939809873","0.002123612230421354,0.0004240261426886724,3.34585891496085e-06,0.003243843699518122,0.42882447319207495,0.005755084089522557,0.00025692982112039177","0.049297633120803395,0.08146752957170597,0.10100416298270377,0.23587039842058938,0.546904101931873,0.26992747234998493,0.07496814574045416"
387,"0.0,0.22057,0.0,0.0,0.0,0.0,0.0","0.0,0.21839131571426856,0.0,0.0,0.0,0.0,0.0","0.0,0.2254557693876038,0.0,0.0,0.0,0.0,0.0","0.023982364061395946,0.02023521136037292,0.026745785878956853,0.02241959253871413,0.03461273150457208,0.021333660452788776,0.015267637317037522","0.00015065688348711652,0.18005433423507816,0.00015362756623146513,0.00010798089362356587,0.00015161394166803875,0.0012047082160491585,0.0021130465267676615","0.08531125855785986,0.25796962529516826,0.09097094802137208,0.06903852180533372,0.10702196055047011,0.07358257482888372,0.049882344372953316"
284,"0.32406,0.0,0.0,0.0,0.0,0.0,0.0","0.24773303805298988,0.07061060813309314,0.23654774060117853,0.055668483811791875,0.1338424059717385,0.0,0.0678360842139538","0.3067791016347856,0.0,0.5438671786472149,0.0,0.0,0.0,0.0","0.07153612666228049,0.08069625265651241,0.2490973650218678,0.0424720630015632,0.11992291486681755,0.0400220053290423,0.054553314365779725","0.11671041303624217,0.00041027780836861566,0.003074187556311007,0.0068834666366159,0.0016381689407343658,0.0003052027680746872,0.00018505216174792728","0.35362563691739635,0.20964907615585732,0.5471325494892288,0.146594664304385,0.3568001325265192,0.13892802955859168,0.17583349520815444"
1654,"0.0,0.0,0.0,0.0,0.25438000000000005,0.0,0.0","0.0,0.0,0.08557880262616467,0.2264174952213328,0.3834163961994133,0.31747976559699165,0.0877209726707728","0.0,0.0,0.06521575520220146,0.2740591301927615,0.5466529781125304,0.2811909486397177,0.0","0.01800837930031123,0.013903079023223271,0.04358096615485684,0.10003437432666348,0.08202471248872596,0.05565091577132755,0.08250727793634977","0.0017790727717238183,0.005644126889384732,0.003800814916473591,0.020746582066614082,0.2999546030791923,0.23385106689255217,0.0017286211480054784","0.05271104017340683,0.04957385491925764,0.1607128197975696,0.33703114718998606,0.5494958318738251,0.44573609118166835,0.2597734471580475"
3251,"0.25144,0.0,0.0,0.0,0.0,0.0,0.0","0.21310233556794878,0.07082409119421343,0.12603987102359118,0.058113896124263445,0.09447625980067895,0.08092889823634271,0.08461783766643488","0.23919004282326606,0.0,0.0,0.0,0.0,0.0,0.0","0.05600397173196076,0.07576205689276379,0.1552011170300288,0.09011317721815637,0.09364643987632221,0.11872095181447123,0.0629464603717745","0.05082656271474496,1.4758831062443897e-08,0.004265427481133187,5.554384502292505e-05,0.00027553557318460084,0.0010455760294278374,0.00015374967901937847","0.2808417272999883,0.20152875400982662,0.5385422723829011,0.31476806179801436,0.30699162362175814,0.5065373528689471,0.22247367173607177"
1628,"0.19890999999999998,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.2131275814214111,0.14543344952671616,0.2579016076335821,0.0,0.07279218370842877","0.0,0.0,0.24521339148663485,0.14645771701607013,0.0,0.0,0.0","0.029667164400486543,0.03384421804751366,0.08414781260719265,0.05080563041106661,0.20521049231622943,0.0300713688363085,0.05224623224184139","0.0003215725734723993,0.00026204682758861726,0.02312498451313573,0.057217761354722146,0.0011775823110787406,2.4858766083978967e-05,0.0005130294380613142","0.11022712656197277,0.11530919719558978,0.33499550309528403,0.23698391833419175,0.5094253875720698,0.09938044087520648,0.17424026291211198"
3493,"0.0,0.0,0.0,0.0,0.0,0.26234,0.0","0.0,0.06229621239940576,0.07624197741644796,0.11895496596453695,0.17244913703803208,0.3260513245119958,0.14649205841636123","0.0,0.0,0.0,0.0,0.0,0.3889629256801024,0.0","0.027418423215980366,0.04561458344373404,0.05993079404150082,0.08461982780532017,0.15246091762299263,0.10667040141889955,0.11780561307953955","0.0005613389241306822,7.420483789839166e-05,9.631840914395305e-05,0.0005150937048542834,4.0073351680456024e-07,0.045981794267736936,0.0016225639298779308","0.0966937036478053,0.15168576520850713,0.206125374787549,0.26970278810287746,0.5435361422220369,0.47568139307072965,0.4072127948386579"
277,"0.0,0.0,0.0,0.0,0.0,0.359,0.0","0.0,0.0,0.07198832755684208,0.09237035400354209,0.21034342596127412,0.32349757174846033,0.1894228684175242","0.0,0.0,0.0,0.0,0.2645172309763907,0.3329505592081735,0.0","0.01648061616942514,0.04286831109007903,0.05870965836753681,0.09634894838137438,0.1250629617850127,0.085060168831071,0.141522175259631","0.001462660411390659,1.5791160622074044e-05,4.17166515434321e-05,2.537399192367874e-05,0.003792279110773613,0.1659005023217099,0.0001380366713835122","0.049989782466411045,0.13431783848579248,0.18537744845625526,0.29900145036054454,0.4290734240696572,0.4874409046855813,0.4364153207064499"
