Index,True Label,Mean Estimate,Mode Estimate,Standard Deviation,HPDI Lower,HPDI Upper
611,"0.0,0.0,0.31976000000000004,0.0,0.0,0.0,0.0","0.05268865865132757,0.09836835436922285,0.21441894154451038,0.09882685692912255,0.06095339206076796,0.0,0.0","0.0,0.11432299948663903,0.24733516264585903,0.0,0.05032374849250326,0.0,0.0","0.033781620356966656,0.03798976147682531,0.06953422023567346,0.059919958391783566,0.04065467312997951,0.032643380262327805,0.01777054939864611","9.38579644253243e-06,0.0188342944737833,0.05619412592541276,0.000421804749469943,0.0006927781843025406,0.00010726305549619188,0.00022847151172954356","0.11796064833321886,0.1711356099548316,0.3183984664476318,0.1964325625950685,0.13706881169226315,0.10881826473916482,0.05757792023568683"
3153,"0.0,0.0,0.0,0.15735,0.0,0.0,0.0","0.062233564428234786,0.15516148158225015,0.11412893936672167,0.2547821479601846,0.10781634204829971,0.1380394789916845,0.051552601746320155","0.0,0.20675733117100087,0.0,0.26338517183728877,0.0,0.12185204728820795,0.0","0.04511942217487894,0.06634445123868492,0.08679562848021719,0.08143808960471388,0.0796921902552236,0.08125718635956586,0.043291939092918404","0.0009930480383500758,0.007683929596388421,0.0002344049038255808,0.08750800239665493,7.671850366595053e-06,0.0035388501933570214,0.0008955152938148651","0.1449468286107685,0.24995922800810866,0.28304785992577786,0.40553763747109617,0.2548647737427852,0.2867922749298827,0.1416888418591241"
1784,"0.0,0.0,0.0,0.0,0.0,0.41108,0.0","0.0,0.06205071558617991,0.06088024460078923,0.09160464984690572,0.11293715407387715,0.46709112286111704,0.17015873590170255","0.0,0.0,0.0,0.0,0.0,0.5209346615358725,0.06555928576609674","0.02912303091919264,0.055007234566927056,0.050595468365668556,0.06842155806137706,0.08102587197735636,0.051829082383730414,0.11115501031916261","2.846786084862978e-05,1.6275823756816546e-05,0.0004074333642212151,0.000362550415324582,0.00013446257388035056,0.37225705255740194,0.0002563483533378136","0.09695918502188172,0.1768035669140682,0.1590744916304751,0.2265725525007586,0.2673236021173605,0.5473184610270793,0.36687182417682723"
381,"0.0,0.0,0.31658,0.0,0.0,0.0,0.0","0.08047636234519394,0.11300053092994762,0.22572550193176125,0.09426142903540992,0.0,0.060402007646018385,0.06047173030401878","0.05597238810334064,0.14487382255409478,0.19736814969478406,0.0,0.0,0.0,0.059191343199029516","0.045713014198434994,0.05912812874491391,0.09902120563251764,0.06440839445112395,0.0329824129918589,0.04148155862791028,0.03749147663174241","0.000906927662877821,0.0030993203447052093,0.04439041283211426,0.003945389833120868,0.0004457758833605745,4.4978272511256164e-05,0.00032842275118552137","0.15917910354607684,0.20946051782593045,0.4012738573179934,0.21247213984718316,0.11301303886071276,0.14098865550123452,0.12333354971338867"
2691,"0.0,0.0,0.11852000000000001,0.0,0.0,0.0,0.0","0.06471997161959926,0.1760445290803259,0.08343780853060356,0.2953684157066951,0.09439036922890458,0.1808320762932267,0.05409250099965121","0.0,0.23172141404983207,0.0,0.3006349715109372,0.0,0.21987983184502186,0.0","0.04493959034140259,0.06729341683849936,0.07615459652407167,0.0876131353830652,0.07415112924399514,0.09782735776551155,0.04832491663408517","0.0012291877951312112,0.049309676121319056,0.0009773011391431767,0.11655562377128102,0.00010490785685162625,0.0007647545628457408,0.00020338850300529563","0.15309458963701678,0.29424886839355585,0.2507261975025942,0.46693075144876495,0.2449277573743568,0.3411688368552855,0.16130759314156976"
152,"0.0,0.0,0.0,0.0,0.48411000000000004,0.0,0.0","0.0,0.0,0.0,0.06297309565289826,0.5222197591237157,0.12586049915317735,0.0","0.0,0.0,0.0,0.0,0.548152992342948,0.08315490993864677,0.0","0.02956804198872257,0.033896694682303885,0.03969892541514454,0.051915392775308856,0.02390761518285868,0.08128004778451291,0.024111782973419215","9.321160939768417e-05,2.6422611355236423e-05,0.00012276382494353982,0.00034869782750802876,0.4749690924574113,0.0002753546290021369,0.0005331088175290022","0.10160377538780872,0.11301675539754322,0.13190870565466242,0.16598790814244482,0.5499617461646661,0.27121848419407435,0.08145326219800847"
2394,"0.0,0.39801,0.0,0.0,0.0,0.0,0.0","0.05255576435718732,0.37315754336061147,0.0,0.0,0.05384083285509166,0.0,0.0","0.0,0.3792809006122825,0.0,0.0,0.0,0.0,0.0","0.03673992045831855,0.021376008476869414,0.024975339426912494,0.019738710792518294,0.04030961833333168,0.027280941845587894,0.025482018008149507","7.938910004324119e-07,0.33433045311850096,0.000145898420694959,0.00011874882747576407,0.00020106625254853505,0.00020126390608064611,0.00010439125159050407","0.12160761405723439,0.41657137536837496,0.08574227182457544,0.06355349319275597,0.1352320286147161,0.08971692992724573,0.08883139034783985"
3129,"0.0,0.0,0.0,0.0,0.0,0.0,0.43574999999999997","0.0,0.0,0.12017549961334016,0.2591149645115828,0.0,0.1192794155064084,0.5004230175892737","0.0,0.0,0.0,0.36691396311586566,0.0,0.1044370424197664,0.5462433708677874","0.017199595606932985,0.03316385745041252,0.07993530518323799,0.14629162448092126,0.03909830258424404,0.06782900296425574,0.04627163201443172","1.9448152878609045e-06,9.963854898432898e-05,0.000198318229430091,0.0007234931491964612,7.39100573253557e-05,0.0009037594689192937,0.4105344887624754","0.05173323841151513,0.10551385545163419,0.26371223668054394,0.4594483257883109,0.13042583133216096,0.24310258905504356,0.549980144563062"
864,"0.0,0.0,0.36611000000000005,0.0,0.0,0.0,0.0","0.1441007637443716,0.14175687191312375,0.28829506908158475,0.0,0.48619389418423814,0.12214195038804107,0.3409116931221801","0.0,0.0,0.3429625333203266,0.0,0.54562463060294,0.10921313108570138,0.35758614862506743","0.1451974251609018,0.10970199412548987,0.10980797671510183,0.03997920718243857,0.06130420339740977,0.0740556187790353,0.1255829583812219","0.00012696157887026848,0.0006782809368188617,0.05139927751057845,2.2974362291751572e-05,0.36469399546014436,0.00028650318672603873,0.1093510223281586","0.44912782296447523,0.34550920985312605,0.45571843074186374,0.12582312812037413,0.5499506335395827,0.2547649962612051,0.5497099780445153"
911,"0.0,0.0,0.0,0.0,0.0,0.0,0.49338000000000004","0.0,0.1514246631934066,0.09750516929145729,0.18321045502881644,0.0503443063045466,0.06633491183162839,0.4641119070238449","0.0,0.0,0.0,0.0,0.0,0.0,0.5110760389911768","0.03947685075481615,0.12379786376999684,0.0878325042765307,0.13434242395724047,0.04663887940630704,0.060490311744570674,0.0673728288545175","0.00013615070072222217,0.0011959155177082967,0.00011132611144630125,0.000599388277087975,0.0003444129945946952,1.9513650527594528e-05,0.3363131246106054","0.13383655047912135,0.3756707425321542,0.28293642288377235,0.4285630441386427,0.15111885931178745,0.18799257497290084,0.5499610630128295"
2561,"0.50355,0.0,0.0,0.0,0.0,0.0,0.0","0.5107691248478561,0.27674220641802383,0.0,0.0,0.1856554029401543,0.0,0.0","0.5289704680254792,0.32043169911033054,0.0,0.0,0.18549214759740468,0.0,0.0","0.027652645932543855,0.0924651502451592,0.038626861901252446,0.03102585749596146,0.08166533741156505,0.015639944207419047,0.03835048503665777","0.45873376982869934,0.056763668164881174,2.3857553670772772e-05,0.00015931339744029225,0.02872494592156858,0.0018470584043483046,7.5306094849445955e-06","0.5499534684740977,0.41547715462237195,0.12314016092877678,0.09950985139501327,0.3517416082734224,0.04995962692965878,0.12482239383734167"
654,"0.0,0.0,0.0,0.0,0.24708999999999998,0.0,0.0","0.0662183062269354,0.10288413706675296,0.06445824518289647,0.08955173266464603,0.43745762984150477,0.09119633739726148,0.0779925848374859","0.07535764568912984,0.0,0.0,0.0,0.42931040297786516,0.0,0.0","0.040961261831126326,0.07118743427695082,0.055443639899724055,0.06998764084761452,0.05888812646519676,0.06442785340003482,0.060014159815757306","7.039218414078012e-05,0.0008925746710319205,2.2115035273417763e-05,0.00014713271383040534,0.3370266160489366,0.0007794404430988584,0.0002401132728201102","0.13804419693317946,0.2349321074196972,0.1795676849072958,0.22313067681201798,0.5451442309846399,0.21271746535773436,0.20039229106529102"
743,"0.0,0.37217,0.0,0.0,0.0,0.0,0.0","0.0,0.07560818857862701,0.3979130751115337,0.0517880488698966,0.4673078581198548,0.051011479324754236,0.19408802577813575","0.0,0.060776617961067904,0.419375168154649,0.0,0.4489244596071805,0.0,0.18207729042852352","0.01733203744375194,0.05320163427023201,0.059900824256071176,0.04464169541372971,0.050256873551133174,0.043764283530773766,0.06771262325138185","8.783069530219343e-05,8.743238088124546e-05,0.2708443197307921,4.631984199154746e-05,0.378244068529269,0.00014917573600984257,0.0595297101773233","0.04981646941479652,0.1745840742922864,0.5077690497853635,0.14543277219324746,0.5483296262610585,0.1408984886908973,0.31766939762034824"
3032,"0.0,0.0,0.0,0.51071,0.0,0.0,0.0","0.0,0.0,0.0,0.5158706288306204,0.0,0.0,0.0","0.0,0.0,0.0,0.533785136779505,0.0,0.0,0.0","0.03410275266218721,0.02476592022089588,0.023052755453655902,0.025233011777529738,0.025331951525792845,0.031528601780591296,0.01992577261953136","0.00016080446149884284,4.150375450630153e-05,0.00010524709471172709,0.46602603138024434,5.2094316944090005e-05,0.0008731655945673022,1.6511999761361993e-05","0.10949907422494352,0.08612404862010693,0.07928946535395717,0.5495230723394435,0.08797141999777636,0.10933710371782489,0.06376113643688269"
3456,"0.29211,0.0,0.0,0.0,0.0,0.0,0.0","0.2675722708191529,0.08693968667952885,0.0,0.0,0.0,0.0,0.0658082725102878","0.2783572803422942,0.0,0.0,0.0,0.0,0.0,0.05244542135488568","0.032572021908810644,0.05519012081343986,0.036509041948728484,0.03477076276000333,0.030868523842731605,0.020647618231458928,0.037442477851098485","0.20186432370572951,0.00010038310967747915,2.2985401152514362e-05,6.173712584902292e-05,0.0001204577372923998,5.367993315287483e-05,0.0004934124776562208","0.3269369387800865,0.18045095480996243,0.117805022006404,0.11917577773912187,0.10290153115723456,0.06723471538170962,0.13110259004506952"
2361,"0.0,0.0,0.0,0.0,0.0,0.0,0.47646","0.0,0.0,0.12917505717725167,0.26384924907857116,0.0,0.12001076792524518,0.5028704863614352","0.0,0.0,0.0,0.36621313060648863,0.0,0.10361032531403631,0.5389999909786871","0.01894795192422867,0.03210803801588475,0.08855023356719238,0.14381274639148212,0.034124462127509005,0.06561780082297218,0.043106334084974794","1.7153976179654207e-05,6.53110101104662e-05,5.929471060595501e-05,0.0005162099559499735,6.914100423580713e-05,0.0014584206414595762,0.4207768148729129","0.05259088259492924,0.10508108170675577,0.28763384819913074,0.461828205171917,0.11558798415408597,0.23728960021292989,0.5498994322251686"
682,"0.0,0.0,0.0,0.0,0.48778,0.0,0.0","0.0,0.058961175489391233,0.0,0.051230480162049924,0.5165365318566155,0.1125883732329224,0.0","0.0,0.0,0.0,0.0,0.5395466351633451,0.0887870309720861,0.0","0.034893838829880744,0.04408317650619852,0.03906984136400751,0.04366892458448678,0.02697328401145309,0.0770185630172584,0.024420771343132208","7.375283555524322e-05,0.0003098708295164813,1.921716572743828e-06,3.737561989454368e-06,0.46365064081091184,1.832673691685907e-05,0.0006587171854182448","0.1180305243690468,0.14703547203054912,0.12608746116193364,0.13866019362885892,0.549951891509396,0.25647244522459717,0.08111888288218115"
3276,"0.0,0.39057,0.0,0.0,0.0,0.0,0.0","0.0746579750565854,0.3668032118562218,0.0,0.0,0.0,0.0,0.0","0.05915804185956397,0.37542491613410955,0.0,0.0,0.0,0.0,0.0","0.04589118320020552,0.023611839171755335,0.026015275537907338,0.021700101735764272,0.040249943138603125,0.03036882831650026,0.028582099425544627","0.0002668890797235277,0.3213818087266627,0.00018888517011308268,4.324743854703765e-05,1.6134923134321285e-05,7.492298742088369e-05,2.1213328545939093e-05","0.15574650317230632,0.4122096499392157,0.08503496402754608,0.07321438279888388,0.1292597079441987,0.10159615697935938,0.09438053831352282"
1234,"0.0,0.0,0.0,0.0,0.49322999999999995,0.0,0.0","0.0647912039063796,0.0,0.0,0.0853088303414958,0.5233667523348572,0.13738261722936737,0.06073274189272289","0.0,0.0,0.0,0.0,0.5474232547453757,0.0,0.0","0.12978076979960143,0.03143997753698201,0.03489185456957453,0.06653520582256604,0.02488276673951403,0.10406418667557665,0.11983866564977932","3.378745865750838e-05,0.00010517636234196013,0.00020500891206363668,0.00011115723577366942,0.47550789806108834,0.00013029103195713314,2.5700752347213864e-05","0.5134850560071538,0.09756014699209109,0.11963028857436135,0.21297842072859646,0.5499802776379837,0.34749880963797725,0.4698769806402815"
2691,"0.0,0.0,0.11852000000000001,0.0,0.0,0.0,0.0","0.05795793517578214,0.19182643671052418,0.07793161752715107,0.2935777906803429,0.07742106114912485,0.17146685657333022,0.06463568443370585","0.0,0.2438419402892814,0.0,0.27680792083633093,0.0,0.12382641966087324,0.0","0.04326004942109943,0.06550784089691505,0.07015979272380035,0.09451045824600708,0.06721209523310417,0.0966374608514496,0.051486907148592005","0.0015586686434936868,0.05377772322023903,8.201772521461073e-05,0.08914919600216577,0.00042137896576213024,0.006170392961495035,0.001638797978879879","0.14126976617135434,0.29746237646501666,0.22488446796051548,0.47333555387957726,0.2158996456301607,0.34317661425959234,0.1693072695913961"
2386,"0.0,0.32625000000000004,0.0,0.0,0.0,0.0,0.0","0.0,0.29001614381356794,0.0,0.0,0.06308108682650893,0.0,0.0","0.0,0.2875717550797808,0.0,0.0,0.0,0.0,0.0","0.030803238061163103,0.020118060739731103,0.03460113920575245,0.02602766371301456,0.042325418336289077,0.0279124781212847,0.016087841573413676","0.00015769917424982957,0.2505414138603828,4.0130099965999614e-05,7.806817691684443e-05,0.00041757854793779864,0.00032574895971218353,0.0011439662381508462","0.10422635992890318,0.3279744350515222,0.11745420942258672,0.08841281396363035,0.14172883725812171,0.09400733771370857,0.049964392945487844"
2721,"0.0,0.0,0.0,0.0,0.0,0.19966,0.0","0.0,0.05520770098823332,0.09465334297348642,0.27873944102208664,0.09360225476501559,0.3875712955693356,0.08296128376808312","0.0,0.0,0.05437816376064285,0.31386732037598064,0.0,0.40595850438932446,0.0","0.018536012603692316,0.053548621471522465,0.06752045926676274,0.0897244923263983,0.07039710839758388,0.0737941049633611,0.06272717415276763","0.0007683848402875776,0.0002519892252206193,0.0004748005153745604,0.08969761993139172,0.0008764786318359765,0.24697918011315428,0.0005931223293713917","0.0576711488364532,0.15974644028351973,0.2276889763868883,0.4280691336165973,0.2269096490418696,0.5340313454151697,0.20406669981770922"
2073,"0.0,0.0,0.0,0.0,0.18874999999999997,0.0,0.0","0.053755621546177176,0.09141303658170907,0.07713520376112644,0.10018458959633104,0.4118843010032819,0.09220730647091359,0.07723402786180386","0.0,0.0,0.0,0.0,0.42581911653443627,0.0,0.0","0.03652557603860247,0.06575259480544533,0.06129838219556348,0.07399115697848399,0.06063976150686262,0.06139835366185623,0.05705340777719707","1.7030120182070097e-05,2.1749808260441965e-05,0.0004949410840601836,0.00035141457363755145,0.28944919284022536,0.0012263565739258706,0.00022752420167301677","0.1237893001957847,0.2108552132351318,0.2020129736931264,0.24278913956641027,0.521275473369896,0.20920428883740594,0.1884080992582899"
139,"0.48533000000000004,0.0,0.0,0.0,0.0,0.0,0.0","0.5054814405475343,0.3117339489123332,0.0,0.0,0.18653206837972,0.0,0.0","0.5405915163560164,0.37164865430054295,0.0,0.0,0.17236587696740946,0.0,0.0","0.030581570635631536,0.1006467721564049,0.043255407188050175,0.03331128484295347,0.07359681072819796,0.015348387808207953,0.032242101129428796","0.4488420398689337,0.09030437884817305,2.045263937324232e-05,5.779011038845269e-05,0.05115348232383459,0.002345365323055534,2.7616659914209e-05","0.5499442672485445,0.4638984813852364,0.13931687917843064,0.104097528334746,0.32568178396361747,0.04949610238845101,0.1047304151043968"
1315,"0.0,0.0,0.0,0.0,0.0,0.34130000000000005,0.0","0.0,0.0,0.06743067932950934,0.14383721216582682,0.10359481873229902,0.3864526422769124,0.1000132557508928","0.0,0.0,0.0,0.0,0.0,0.42075577953245297,0.0","0.019817637499613672,0.040912802543526944,0.0546984494687695,0.0946941476878323,0.07301193826552899,0.07671237271345102,0.08441036159481845","0.00012451274112505278,0.00014600093019969808,6.631531752481116e-05,0.0009245116541174219,0.0013508099961107834,0.24600559381939333,1.5916565345673282e-05","0.06164919390541506,0.13384741202144326,0.17847484590658597,0.3065578043181191,0.24385981797342074,0.5309446658509859,0.276906894672993"
2129,"0.47853999999999997,0.0,0.0,0.0,0.0,0.0,0.0","0.4472807787317276,0.12623729511552687,0.0,0.0,0.057180590090665555,0.0,0.0","0.44199727905080866,0.054282784038146695,0.0,0.0,0.0,0.0,0.0","0.03673400376760982,0.0888881867300311,0.0246349614061166,0.03278777195801362,0.04931133321489953,0.016703869126105775,0.03985847935091543","0.37361503551529324,0.0007153169863981471,3.6483824468158686e-06,2.8459128574176855e-05,0.0009407621663304651,0.001419735027714628,0.0001553262840670397","0.5196310440092781,0.300674040265976,0.07485003103584426,0.1061825608184972,0.15689202229909516,0.049920815563446734,0.12736305997846467"
2065,"0.0,0.0,0.0,0.0,0.14277,0.0,0.0","0.0,0.07217289019654849,0.057414670168200746,0.21627275915389432,0.34784747110210923,0.09959198744995931,0.0","0.0,0.0,0.0,0.28089637533663375,0.3738939501534301,0.06459583908243523,0.0","0.024293246210385776,0.049032515986015233,0.04944428899438945,0.09253533120869942,0.08014129306632867,0.057902717554688746,0.029828721276265152","0.00022369856049880588,0.00017911061052666794,1.4423151209764342e-05,0.023791030798320765,0.16186844421348195,0.0008535997146374104,7.00379242733899e-05","0.08249232098235575,0.16528556195389874,0.1598161622600537,0.3627963642043828,0.47917311158190057,0.2020456459479168,0.09540157357374023"
2116,"0.28718,0.0,0.0,0.0,0.0,0.0,0.0","0.2645691665326352,0.08662612954632085,0.0,0.0,0.0,0.0,0.058477195298031026","0.2680536536918882,0.0,0.0,0.0,0.0,0.0,0.0","0.03073866812136508,0.05416598932017578,0.030158776662529804,0.03219528286588815,0.026448119777090197,0.019987460155585935,0.03401550597183927","0.2023739191828884,0.00043128542424355576,1.2064746174663925e-05,0.0001685369352548894,0.00011168301871358737,2.429195566639466e-06,0.0012456690532731346","0.3193817526880086,0.17369062741913358,0.09889042466572394,0.11183689113912897,0.08812139120795275,0.06337529953605037,0.12061783424810558"
799,"0.0,0.0,0.43226,0.0,0.0,0.0,0.0","0.0,0.08599611294049185,0.48764121189062354,0.06372770648121016,0.4975122365574709,0.0,0.1913331943972626","0.0,0.052143142688054325,0.5411398108080255,0.0,0.5477433383227527,0.0,0.16210593542857257","0.021115503390504498,0.052521531037888834,0.051219893381244976,0.047277268981346744,0.040267092654904406,0.029511189677446804,0.08315331723541976","5.888489121994469e-05,0.00037333924650587565,0.38254722844287276,0.00017849428012815598,0.41874711196074266,0.0001576347788517264,0.03967981061757144","0.06731813968206342,0.1834035692343572,0.549997649090473,0.15713408783618354,0.5499948074998361,0.09401183334241932,0.35493363337914124"
2090,"0.0,0.0,0.30461000000000005,0.0,0.0,0.0,0.0","0.0781161869481883,0.10595879493294035,0.2293358982101492,0.10042150569204622,0.0,0.05945500068888233,0.06134194699322808","0.05681293015362631,0.1477383164859425,0.28099143522228937,0.0,0.0,0.0,0.0","0.05118187693599886,0.057667825811236036,0.10216988920790485,0.06768339104661611,0.03354777043448862,0.047390789056084084,0.03695357974610925","0.00036576618719194023,0.0071855161048270935,0.027861238681620982,0.0020453960006417858,1.3349322146579737e-05,9.692654435198031e-05,0.001249918305538545","0.17525981795868553,0.20669679230933546,0.39454883568110294,0.22398155770298192,0.1051726553160287,0.15335639079658214,0.12581068999908185"
